"LOCATION","Country","VARIABLE","Variable","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1978-Q1","Q1-1978","IDX","Index","0","Units","2012","2012",0.724040485462333,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1978-Q2","Q2-1978","IDX","Index","0","Units","2012","2012",0.721568600141602,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1978-Q3","Q3-1978","IDX","Index","0","Units","2012","2012",0.719937813485316,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1978-Q4","Q4-1978","IDX","Index","0","Units","2012","2012",0.718202475352455,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1979-Q1","Q1-1979","IDX","Index","0","Units","2012","2012",0.717136069659603,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1979-Q2","Q2-1979","IDX","Index","0","Units","2012","2012",0.718985412538698,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1979-Q3","Q3-1979","IDX","Index","0","Units","2012","2012",0.715588838662197,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1979-Q4","Q4-1979","IDX","Index","0","Units","2012","2012",0.71345781659565,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1980-Q1","Q1-1980","IDX","Index","0","Units","2012","2012",0.713998842447272,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1980-Q2","Q2-1980","IDX","Index","0","Units","2012","2012",0.712197613987591,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1980-Q3","Q3-1980","IDX","Index","0","Units","2012","2012",0.707402806141581,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1980-Q4","Q4-1980","IDX","Index","0","Units","2012","2012",0.708904093767327,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1981-Q1","Q1-1981","IDX","Index","0","Units","2012","2012",0.715766178036096,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1981-Q2","Q2-1981","IDX","Index","0","Units","2012","2012",0.717913433915113,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1981-Q3","Q3-1981","IDX","Index","0","Units","2012","2012",0.711742633806926,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1981-Q4","Q4-1981","IDX","Index","0","Units","2012","2012",0.712545747091778,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1982-Q1","Q1-1982","IDX","Index","0","Units","2012","2012",0.711025333769005,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1982-Q2","Q2-1982","IDX","Index","0","Units","2012","2012",0.712958670320669,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1982-Q3","Q3-1982","IDX","Index","0","Units","2012","2012",0.717683488842449,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1982-Q4","Q4-1982","IDX","Index","0","Units","2012","2012",0.715338376837372,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1983-Q1","Q1-1983","IDX","Index","0","Units","2012","2012",0.723717318688537,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1983-Q2","Q2-1983","IDX","Index","0","Units","2012","2012",0.72890907602708,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1983-Q3","Q3-1983","IDX","Index","0","Units","2012","2012",0.726850588519797,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1983-Q4","Q4-1983","IDX","Index","0","Units","2012","2012",0.732492164744929,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1984-Q1","Q1-1984","IDX","Index","0","Units","2012","2012",0.743669620614588,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1984-Q2","Q2-1984","IDX","Index","0","Units","2012","2012",0.754265067903438,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1984-Q3","Q3-1984","IDX","Index","0","Units","2012","2012",0.750425282333004,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1984-Q4","Q4-1984","IDX","Index","0","Units","2012","2012",0.759166576593563,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1985-Q1","Q1-1985","IDX","Index","0","Units","2012","2012",0.765598683856829,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1985-Q2","Q2-1985","IDX","Index","0","Units","2012","2012",0.761882334789137,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1985-Q3","Q3-1985","IDX","Index","0","Units","2012","2012",0.764269997394031,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1985-Q4","Q4-1985","IDX","Index","0","Units","2012","2012",0.76951408846222,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1986-Q1","Q1-1986","IDX","Index","0","Units","2012","2012",0.762022852028723,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1986-Q2","Q2-1986","IDX","Index","0","Units","2012","2012",0.761086195645554,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1986-Q3","Q3-1986","IDX","Index","0","Units","2012","2012",0.75976280915991,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1986-Q4","Q4-1986","IDX","Index","0","Units","2012","2012",0.750782695217152,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1987-Q1","Q1-1987","IDX","Index","0","Units","2012","2012",0.76363980629719,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1987-Q2","Q2-1987","IDX","Index","0","Units","2012","2012",0.764438551782158,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1987-Q3","Q3-1987","IDX","Index","0","Units","2012","2012",0.769677917788659,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1987-Q4","Q4-1987","IDX","Index","0","Units","2012","2012",0.770458637147014,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1988-Q1","Q1-1988","IDX","Index","0","Units","2012","2012",0.775460761324453,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1988-Q2","Q2-1988","IDX","Index","0","Units","2012","2012",0.779125640309043,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1988-Q3","Q3-1988","IDX","Index","0","Units","2012","2012",0.777095439417932,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1988-Q4","Q4-1988","IDX","Index","0","Units","2012","2012",0.777189404554249,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1989-Q1","Q1-1989","IDX","Index","0","Units","2012","2012",0.776968541785155,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1989-Q2","Q2-1989","IDX","Index","0","Units","2012","2012",0.779443245309022,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1989-Q3","Q3-1989","IDX","Index","0","Units","2012","2012",0.779537409050632,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1989-Q4","Q4-1989","IDX","Index","0","Units","2012","2012",0.774934691026114,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1990-Q1","Q1-1990","IDX","Index","0","Units","2012","2012",0.778372112675548,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1990-Q2","Q2-1990","IDX","Index","0","Units","2012","2012",0.774855935471966,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1990-Q3","Q3-1990","IDX","Index","0","Units","2012","2012",0.770812575254682,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1990-Q4","Q4-1990","IDX","Index","0","Units","2012","2012",0.770701888302363,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1991-Q1","Q1-1991","IDX","Index","0","Units","2012","2012",0.767802398729073,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1991-Q2","Q2-1991","IDX","Index","0","Units","2012","2012",0.770005194470024,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1991-Q3","Q3-1991","IDX","Index","0","Units","2012","2012",0.771301704421628,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1991-Q4","Q4-1991","IDX","Index","0","Units","2012","2012",0.774926665915875,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1992-Q1","Q1-1992","IDX","Index","0","Units","2012","2012",0.779301113387118,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1992-Q2","Q2-1992","IDX","Index","0","Units","2012","2012",0.782730181754817,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1992-Q3","Q3-1992","IDX","Index","0","Units","2012","2012",0.788145842775178,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1992-Q4","Q4-1992","IDX","Index","0","Units","2012","2012",0.792346031202806,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1993-Q1","Q1-1993","IDX","Index","0","Units","2012","2012",0.794109876442075,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1993-Q2","Q2-1993","IDX","Index","0","Units","2012","2012",0.801627357200724,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1993-Q3","Q3-1993","IDX","Index","0","Units","2012","2012",0.806041952198353,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1993-Q4","Q4-1993","IDX","Index","0","Units","2012","2012",0.807219660020683,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1994-Q1","Q1-1994","IDX","Index","0","Units","2012","2012",0.816420304132249,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1994-Q2","Q2-1994","IDX","Index","0","Units","2012","2012",0.821553215166909,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1994-Q3","Q3-1994","IDX","Index","0","Units","2012","2012",0.823715887173648,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1994-Q4","Q4-1994","IDX","Index","0","Units","2012","2012",0.823788425074564,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1995-Q1","Q1-1995","IDX","Index","0","Units","2012","2012",0.828329434962736,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1995-Q2","Q2-1995","IDX","Index","0","Units","2012","2012",0.828843482331042,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1995-Q3","Q3-1995","IDX","Index","0","Units","2012","2012",0.827956930847788,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1995-Q4","Q4-1995","IDX","Index","0","Units","2012","2012",0.82905780560211,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1996-Q1","Q1-1996","IDX","Index","0","Units","2012","2012",0.826865495248921,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1996-Q2","Q2-1996","IDX","Index","0","Units","2012","2012",0.830739008563505,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1996-Q3","Q3-1996","IDX","Index","0","Units","2012","2012",0.836581733685646,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1996-Q4","Q4-1996","IDX","Index","0","Units","2012","2012",0.84305198631275,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1997-Q1","Q1-1997","IDX","Index","0","Units","2012","2012",0.847351482791319,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1997-Q2","Q2-1997","IDX","Index","0","Units","2012","2012",0.851579159478323,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1997-Q3","Q3-1997","IDX","Index","0","Units","2012","2012",0.852412134102173,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1997-Q4","Q4-1997","IDX","Index","0","Units","2012","2012",0.85605037651442,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1998-Q1","Q1-1998","IDX","Index","0","Units","2012","2012",0.864733639046984,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1998-Q2","Q2-1998","IDX","Index","0","Units","2012","2012",0.860071884680434,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1998-Q3","Q3-1998","IDX","Index","0","Units","2012","2012",0.861308887312264,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1998-Q4","Q4-1998","IDX","Index","0","Units","2012","2012",0.867775789387581,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1999-Q1","Q1-1999","IDX","Index","0","Units","2012","2012",0.878161169713751,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1999-Q2","Q2-1999","IDX","Index","0","Units","2012","2012",0.880867876219892,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1999-Q3","Q3-1999","IDX","Index","0","Units","2012","2012",0.888067938269353,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","1999-Q4","Q4-1999","IDX","Index","0","Units","2012","2012",0.894130986811649,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2000-Q1","Q1-2000","IDX","Index","0","Units","2012","2012",0.901206948470082,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2000-Q2","Q2-2000","IDX","Index","0","Units","2012","2012",0.908140231581059,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2000-Q3","Q3-2000","IDX","Index","0","Units","2012","2012",0.914704014781092,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2000-Q4","Q4-2000","IDX","Index","0","Units","2012","2012",0.910358128010776,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2001-Q1","Q1-2001","IDX","Index","0","Units","2012","2012",0.914261640066798,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2001-Q2","Q2-2001","IDX","Index","0","Units","2012","2012",0.914207532762103,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2001-Q3","Q3-2001","IDX","Index","0","Units","2012","2012",0.912011534184695,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2001-Q4","Q4-2001","IDX","Index","0","Units","2012","2012",0.916283611497272,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2002-Q1","Q1-2002","IDX","Index","0","Units","2012","2012",0.924861338530815,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2002-Q2","Q2-2002","IDX","Index","0","Units","2012","2012",0.919816839020785,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2002-Q3","Q3-2002","IDX","Index","0","Units","2012","2012",0.918145269504539,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2002-Q4","Q4-2002","IDX","Index","0","Units","2012","2012",0.918674793397014,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2003-Q1","Q1-2003","IDX","Index","0","Units","2012","2012",0.916939715088675,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2003-Q2","Q2-2003","IDX","Index","0","Units","2012","2012",0.914265099220629,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2003-Q3","Q3-2003","IDX","Index","0","Units","2012","2012",0.914202582196788,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2003-Q4","Q4-2003","IDX","Index","0","Units","2012","2012",0.914014146156043,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2004-Q1","Q1-2004","IDX","Index","0","Units","2012","2012",0.917425100650031,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2004-Q2","Q2-2004","IDX","Index","0","Units","2012","2012",0.923596279167739,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2004-Q3","Q3-2004","IDX","Index","0","Units","2012","2012",0.93242458662266,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2004-Q4","Q4-2004","IDX","Index","0","Units","2012","2012",0.935552376646874,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2005-Q1","Q1-2005","IDX","Index","0","Units","2012","2012",0.936869496929394,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2005-Q2","Q2-2005","IDX","Index","0","Units","2012","2012",0.940811502645102,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2005-Q3","Q3-2005","IDX","Index","0","Units","2012","2012",0.948102630676548,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2005-Q4","Q4-2005","IDX","Index","0","Units","2012","2012",0.953372472168816,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2006-Q1","Q1-2006","IDX","Index","0","Units","2012","2012",0.958887539120861,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2006-Q2","Q2-2006","IDX","Index","0","Units","2012","2012",0.951868522011424,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2006-Q3","Q3-2006","IDX","Index","0","Units","2012","2012",0.952107649543997,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2006-Q4","Q4-2006","IDX","Index","0","Units","2012","2012",0.95104209013555,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2007-Q1","Q1-2007","IDX","Index","0","Units","2012","2012",0.949390627841168,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2007-Q2","Q2-2007","IDX","Index","0","Units","2012","2012",0.955189406936006,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2007-Q3","Q3-2007","IDX","Index","0","Units","2012","2012",0.952975884025794,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2007-Q4","Q4-2007","IDX","Index","0","Units","2012","2012",0.948686610058885,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2008-Q1","Q1-2008","IDX","Index","0","Units","2012","2012",0.945968986562314,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2008-Q2","Q2-2008","IDX","Index","0","Units","2012","2012",0.947844461940714,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2008-Q3","Q3-2008","IDX","Index","0","Units","2012","2012",0.954567954156192,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2008-Q4","Q4-2008","IDX","Index","0","Units","2012","2012",0.944422667481219,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2009-Q1","Q1-2009","IDX","Index","0","Units","2012","2012",0.935455965452453,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2009-Q2","Q2-2009","IDX","Index","0","Units","2012","2012",0.930347928547422,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2009-Q3","Q3-2009","IDX","Index","0","Units","2012","2012",0.934565421055526,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2009-Q4","Q4-2009","IDX","Index","0","Units","2012","2012",0.941196703571569,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2010-Q1","Q1-2010","IDX","Index","0","Units","2012","2012",0.948062571308144,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2010-Q2","Q2-2010","IDX","Index","0","Units","2012","2012",0.946009746480048,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2010-Q3","Q3-2010","IDX","Index","0","Units","2012","2012",0.950540818857557,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2010-Q4","Q4-2010","IDX","Index","0","Units","2012","2012",0.958504132951868,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2011-Q1","Q1-2011","IDX","Index","0","Units","2012","2012",0.960445461498486,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2011-Q2","Q2-2011","IDX","Index","0","Units","2012","2012",0.959231106202556,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2011-Q3","Q3-2011","IDX","Index","0","Units","2012","2012",0.968818771755115,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2011-Q4","Q4-2011","IDX","Index","0","Units","2012","2012",0.976393197832897,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2012-Q1","Q1-2012","IDX","Index","0","Units","2012","2012",0.975544564528391,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2012-Q2","Q2-2012","IDX","Index","0","Units","2012","2012",0.9704963212911,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2012-Q3","Q3-2012","IDX","Index","0","Units","2012","2012",0.970252197688457,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2012-Q4","Q4-2012","IDX","Index","0","Units","2012","2012",0.967125312170245,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2013-Q1","Q1-2013","IDX","Index","0","Units","2012","2012",0.972551012136311,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2013-Q2","Q2-2013","IDX","Index","0","Units","2012","2012",0.975562085853628,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2013-Q3","Q3-2013","IDX","Index","0","Units","2012","2012",0.981219114790899,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2013-Q4","Q4-2013","IDX","Index","0","Units","2012","2012",0.990048193545518,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2012","2012",0.990444125192184,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2012","2012",0.999402044116964,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","Units","2012","2012",1.00645390822584,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2014-Q4","Q4-2014","IDX","Index","0","Units","2012","2012",1.01055742903812,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2015-Q1","Q1-2015","IDX","Index","0","Units","2012","2012",1.00339608638199,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2015-Q2","Q2-2015","IDX","Index","0","Units","2012","2012",0.998547336139907,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2015-Q3","Q3-2015","IDX","Index","0","Units","2012","2012",0.999022268336034,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2015-Q4","Q4-2015","IDX","Index","0","Units","2012","2012",0.999048294373072,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2016-Q1","Q1-2016","IDX","Index","0","Units","2012","2012",1.00440747117154,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2016-Q2","Q2-2016","IDX","Index","0","Units","2012","2012",0.997397590842877,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2016-Q3","Q3-2016","IDX","Index","0","Units","2012","2012",1.00587337320644,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2016-Q4","Q4-2016","IDX","Index","0","Units","2012","2012",1.0068822179519,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2017-Q1","Q1-2017","IDX","Index","0","Units","2012","2012",1.01105700132406,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2017-Q2","Q2-2017","IDX","Index","0","Units","2012","2012",1.01706538560537,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2017-Q3","Q3-2017","IDX","Index","0","Units","2012","2012",1.0156868837663,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2017-Q4","Q4-2017","IDX","Index","0","Units","2012","2012",1.01487160595151,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2018-Q1","Q1-2018","IDX","Index","0","Units","2012","2012",1.01792668243257,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2018-Q2","Q2-2018","IDX","Index","0","Units","2012","2012",1.02171955267254,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2018-Q3","Q3-2018","IDX","Index","0","Units","2012","2012",1.02363211717655,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2018-Q4","Q4-2018","IDX","Index","0","Units","2012","2012",1.01882951795784,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2012","2012",1.01297892735478,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2012","2012",1.01483268967,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2012","2012",1.01474986298018,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2012","2012",1.01537002597498,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2012","2012",1.01666856660218,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2012","2012",1.0194446227223,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2012","2012",1.02257098684108,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2012","2012",1.02570996524697,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2021-Q1","Q1-2021","IDX","Index","0","Units","2012","2012",1.02838699536674,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2021-Q2","Q2-2021","IDX","Index","0","Units","2012","2012",1.03072334380115,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2021-Q3","Q3-2021","IDX","Index","0","Units","2012","2012",1.03306763788213,,
"CAN","Canada","PDTY","Labour productivity, total economy","Q","Quarterly","2021-Q4","Q4-2021","IDX","Index","0","Units","2012","2012",1.03541991207702,,
"FRA","France","PDTY","Labour productivity, total economy","Q","Quarterly","1960-Q1","Q1-1960","IDX","Index","0","Units","2015","2015",0.282068638846274,,
"FRA","France","PDTY","Labour productivity, total economy","Q","Quarterly","1960-Q2","Q2-1960","IDX","Index","0","Units","2015","2015",0.288905789376063,,
"FRA","France","PDTY","Labour productivity, total economy","Q","Quarterly","1960-Q3","Q3-1960","IDX","Index","0","Units","2015","2015",0.293645041704607,,
"FRA","France","PDTY","Labour productivity, total economy","Q","Quarterly","1960-Q4","Q4-1960","IDX","Index","0","Units","2015","2015",0.29672421711166,,
"FRA","France","PDTY","Labour productivity, total economy","Q","Quarterly","1961-Q1","Q1-1961","IDX","Index","0","Units","2015","2015",0.300907097174956,,
"FRA","France","PDTY","Labour productivity, total economy","Q","Quarterly","1961-Q2","Q2-1961","IDX","Index","0","Units","2015","2015",0.302935418863169,,
"FRA","France","PDTY","Labour productivity, total economy","Q","Quarterly","1961-Q3","Q3-1961","IDX","Index","0","Units","2015","2015",0.305957204902512,,
